action,component_id,component_kind,contingency_id,source_record
OPEN BRANCH FROM BUS    365 TO BUS    374 CIRCUIT 1,branch_365_374_1,branch,L_000365GASTON20-000374SWANSEA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    365 TO BUS    374 CIRCUIT 1
OPEN BRANCH FROM BUS    365 TO BUS    454 CIRCUIT 1,branch_365_454_1,branch,L_000365GASTON20-000454GASTON11C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    365 TO BUS    454 CIRCUIT 1
OPEN BRANCH FROM BUS    367 TO BUS     15 CIRCUIT 1,branch_367_15_1,branch,L_000367SIXMILE0-000015SENECA31C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    367 TO BUS     15 CIRCUIT 1
OPEN BRANCH FROM BUS    367 TO BUS    461 CIRCUIT 1,branch_367_461_1,branch,L_000367SIXMILE0-000461EASLEY10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    367 TO BUS    461 CIRCUIT 1
OPEN BRANCH FROM BUS    367 TO BUS    468 CIRCUIT 1,branch_367_468_1,branch,L_000367SIXMILE0-000468CLEVELAND0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    367 TO BUS    468 CIRCUIT 1
OPEN BRANCH FROM BUS    371 TO BUS    195 CIRCUIT 1,branch_371_195_1,branch,L_000371GILBERT0-000195COLUMBIA80C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    371 TO BUS    195 CIRCUIT 1
OPEN BRANCH FROM BUS    372 TO BUS    112 CIRCUIT 1,branch_372_112_1,branch,L_000372GILBERT1-000112LEESVILLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    372 TO BUS    112 CIRCUIT 1
OPEN BRANCH FROM BUS    376 TO BUS    429 CIRCUIT 1,branch_376_429_1,branch,L_000376INMAN0-000429CHESNEE21C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    376 TO BUS    429 CIRCUIT 1
OPEN BRANCH FROM BUS    376 TO BUS    460 CIRCUIT 1,branch_376_460_1,branch,L_000376INMAN0-000460CAMPOBELLO0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    376 TO BUS    460 CIRCUIT 1
OPEN BRANCH FROM BUS    376 TO BUS    469 CIRCUIT 1,branch_376_469_1,branch,L_000376INMAN0-000469GREER20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    376 TO BUS    469 CIRCUIT 1
OPEN BRANCH FROM BUS    376 TO BUS    495 CIRCUIT 1,branch_376_495_1,branch,L_000376INMAN0-000495SPARTANBURG10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    376 TO BUS    495 CIRCUIT 1
OPEN BRANCH FROM BUS    378 TO BUS    318 CIRCUIT 1,branch_378_318_1,branch,L_000378GREATFALLS10-000318GREATFALLS20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    378 TO BUS    318 CIRCUIT 1
OPEN BRANCH FROM BUS    378 TO BUS    336 CIRCUIT 1,branch_378_336_1,branch,L_000378GREATFALLS10-000336BLACKSTOCK0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    378 TO BUS    336 CIRCUIT 1
OPEN BRANCH FROM BUS    380 TO BUS    202 CIRCUIT 1,branch_380_202_1,branch,L_000380WHITMIRE0-000202CLINTON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    380 TO BUS    202 CIRCUIT 1
OPEN BRANCH FROM BUS    386 TO BUS     14 CIRCUIT 1,branch_386_14_1,branch,L_000386CLEMSON0-000014SENECA30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    386 TO BUS     14 CIRCUIT 1
OPEN BRANCH FROM BUS    387 TO BUS    467 CIRCUIT 1,branch_387_467_1,branch,L_000387CLEMSON1-000467NORRIS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    387 TO BUS    467 CIRCUIT 1
OPEN BRANCH FROM BUS    387 TO BUS    470 CIRCUIT 1,branch_387_470_1,branch,L_000387CLEMSON1-000470CENTRAL0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    387 TO BUS    470 CIRCUIT 1
OPEN BRANCH FROM BUS    399 TO BUS    312 CIRCUIT 1,branch_399_312_1,branch,L_000399BEECHISLAND20-000312JACKSON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    399 TO BUS    312 CIRCUIT 1
OPEN BRANCH FROM BUS    401 TO BUS      5 CIRCUIT 1,branch_401_5_1,branch,L_000401CLOVER0-000005SMYRNA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    401 TO BUS      5 CIRCUIT 1
OPEN BRANCH FROM BUS    405 TO BUS    300 CIRCUIT 1,branch_405_300_1,branch,L_000405MCCONNELLS0-000300YORK10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    405 TO BUS    300 CIRCUIT 1
OPEN BRANCH FROM BUS    407 TO BUS     80 CIRCUIT 1,branch_407_80_1,branch,L_000407BEECHISLAND10-000080CLARKSHILL10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    407 TO BUS     80 CIRCUIT 1
OPEN BRANCH FROM BUS    408 TO BUS    212 CIRCUIT 1,branch_408_212_1,branch,L_000408BEECHISLAND11-000212NORTHAUGUSTA10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    408 TO BUS    212 CIRCUIT 1
OPEN BRANCH FROM BUS    408 TO BUS    399 CIRCUIT 1,branch_408_399_1,branch,L_000408BEECHISLAND11-000399BEECHISLAND20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    408 TO BUS    399 CIRCUIT 1
OPEN BRANCH FROM BUS    417 TO BUS    251 CIRCUIT 1,branch_417_251_1,branch,L_000417TRAVELERSREST0-000251TAYLORS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    417 TO BUS    251 CIRCUIT 1
OPEN BRANCH FROM BUS    417 TO BUS    468 CIRCUIT 1,branch_417_468_1,branch,L_000417TRAVELERSREST0-000468CLEVELAND0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    417 TO BUS    468 CIRCUIT 1
OPEN BRANCH FROM BUS    417 TO BUS    469 CIRCUIT 1,branch_417_469_1,branch,L_000417TRAVELERSREST0-000469GREER20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    417 TO BUS    469 CIRCUIT 1
OPEN BRANCH FROM BUS    417 TO BUS    474 CIRCUIT 1,branch_417_474_1,branch,L_000417TRAVELERSREST0-000474GREENVILLE10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    417 TO BUS    474 CIRCUIT 1
OPEN BRANCH FROM BUS    419 TO BUS     48 CIRCUIT 1,branch_419_48_1,branch,L_000419DUEWEST0-000048IVA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    419 TO BUS     48 CIRCUIT 1
OPEN BRANCH FROM BUS    419 TO BUS    102 CIRCUIT 1,branch_419_102_1,branch,L_000419DUEWEST0-000102ABBEVILLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    419 TO BUS    102 CIRCUIT 1
OPEN BRANCH FROM BUS    421 TO BUS      1 CIRCUIT 1,branch_421_1_1,branch,L_000421BLYTHEWOOD0-000001WINNSBORO0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    421 TO BUS      1 CIRCUIT 1
OPEN BRANCH FROM BUS    421 TO BUS    354 CIRCUIT 1,branch_421_354_1,branch,L_000421BLYTHEWOOD0-000354RIDGEWAY20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    421 TO BUS    354 CIRCUIT 1
OPEN BRANCH FROM BUS    423 TO BUS     87 CIRCUIT 1,branch_423_87_1,branch,L_000423ROCKHILL10-000087ROCKHILL30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    423 TO BUS     87 CIRCUIT 1
OPEN BRANCH FROM BUS    423 TO BUS    496 CIRCUIT 1,branch_423_496_1,branch,L_000423ROCKHILL10-000496FORTMILL10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    423 TO BUS    496 CIRCUIT 1
OPEN BRANCH FROM BUS    425 TO BUS    297 CIRCUIT 1,branch_425_297_1,branch,L_000425HODGES0-000297WARESHOALS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    425 TO BUS    297 CIRCUIT 1
OPEN BRANCH FROM BUS    428 TO BUS    246 CIRCUIT 1,branch_428_246_1,branch,L_000428CHESNEE20-000246BLACKSBURG10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    428 TO BUS    246 CIRCUIT 1
OPEN BRANCH FROM BUS    429 TO BUS    139 CIRCUIT 1,branch_429_139_1,branch,L_000429CHESNEE21-000139FINGERVILLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    429 TO BUS    139 CIRCUIT 1
OPEN BRANCH FROM BUS    429 TO BUS    466 CIRCUIT 1,branch_429_466_1,branch,L_000429CHESNEE21-000466CHESNEE10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    429 TO BUS    466 CIRCUIT 1
OPEN BRANCH FROM BUS    440 TO BUS     57 CIRCUIT 1,branch_440_57_1,branch,L_000440WILLIAMSTON10-000057SIMPSONVILLE20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    440 TO BUS     57 CIRCUIT 1
OPEN BRANCH FROM BUS    440 TO BUS    386 CIRCUIT 1,branch_440_386_1,branch,L_000440WILLIAMSTON10-000386CLEMSON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    440 TO BUS    386 CIRCUIT 1
OPEN BRANCH FROM BUS    441 TO BUS    384 CIRCUIT 1,branch_441_384_1,branch,L_000441WILLIAMSTON11-000384WILLIAMSTON20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    441 TO BUS    384 CIRCUIT 1
OPEN BRANCH FROM BUS    445 TO BUS    185 CIRCUIT 1,branch_445_185_1,branch,L_000445EASLEY20-000185LIBERTY0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    445 TO BUS    185 CIRCUIT 1
OPEN BRANCH FROM BUS    445 TO BUS    461 CIRCUIT 1,branch_445_461_1,branch,L_000445EASLEY20-000461EASLEY10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    445 TO BUS    461 CIRCUIT 1
OPEN BRANCH FROM BUS    449 TO BUS    330 CIRCUIT 1,branch_449_330_1,branch,L_000449ARCADIA0-000330SPARTANBURG40C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    449 TO BUS    330 CIRCUIT 1
OPEN BRANCH FROM BUS    454 TO BUS     29 CIRCUIT 1,branch_454_29_1,branch,L_000454GASTON11-000029COLUMBIA100C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    454 TO BUS     29 CIRCUIT 1
OPEN BRANCH FROM BUS    459 TO BUS    496 CIRCUIT 1,branch_459_496_1,branch,L_000459FORTMILL20-000496FORTMILL10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    459 TO BUS    496 CIRCUIT 1
OPEN BRANCH FROM BUS    460 TO BUS    340 CIRCUIT 1,branch_460_340_1,branch,L_000460CAMPOBELLO0-000340LANDRUM0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    460 TO BUS    340 CIRCUIT 1
OPEN BRANCH FROM BUS    462 TO BUS    465 CIRCUIT 1,branch_462_465_1,branch,L_000462UNION10-000465JONESVILLE1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    462 TO BUS    465 CIRCUIT 1
OPEN BRANCH FROM BUS    462 TO BUS    477 CIRCUIT 1,branch_462_477_1,branch,L_000462UNION10-000477ROEBUCK0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    462 TO BUS    477 CIRCUIT 1
OPEN BRANCH FROM BUS    466 TO BUS     60 CIRCUIT 1,branch_466_60_1,branch,L_000466CHESNEE10-000060MAYO0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    466 TO BUS     60 CIRCUIT 1
OPEN BRANCH FROM BUS    468 TO BUS    289 CIRCUIT 1,branch_468_289_1,branch,L_000468CLEVELAND0-000289SUNSET0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    468 TO BUS    289 CIRCUIT 1
OPEN BRANCH FROM BUS    470 TO BUS    467 CIRCUIT 1,branch_470_467_1,branch,L_000470CENTRAL0-000467NORRIS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    470 TO BUS    467 CIRCUIT 1
OPEN BRANCH FROM BUS    472 TO BUS     99 CIRCUIT 1,branch_472_99_1,branch,L_000472SPARTANBURG21-000099PACOLET0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    472 TO BUS     99 CIRCUIT 1
OPEN BRANCH FROM BUS    473 TO BUS    133 CIRCUIT 1,branch_473_133_1,branch,L_000473LONGCREEK0-000133WESTMINSTER20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    473 TO BUS    133 CIRCUIT 1
OPEN BRANCH FROM BUS    475 TO BUS    147 CIRCUIT 1,branch_475_147_1,branch,L_000475PEAK0-000147CHAPIN1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    475 TO BUS    147 CIRCUIT 1
OPEN BRANCH FROM BUS    475 TO BUS    269 CIRCUIT 1,branch_475_269_1,branch,L_000475PEAK0-000269POMARIA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    475 TO BUS    269 CIRCUIT 1
OPEN BRANCH FROM BUS    476 TO BUS    486 CIRCUIT 1,branch_476_486_1,branch,L_000476COLUMBIA20-000486WESTCOLUMBIA10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    476 TO BUS    486 CIRCUIT 1
OPEN BRANCH FROM BUS    477 TO BUS    295 CIRCUIT 1,branch_477_295_1,branch,L_000477ROEBUCK0-000295BUFFALO0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    477 TO BUS    295 CIRCUIT 1
OPEN BRANCH FROM BUS    479 TO BUS    354 CIRCUIT 1,branch_479_354_1,branch,L_000479RIDGEWAY10-000354RIDGEWAY20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    479 TO BUS    354 CIRCUIT 1
OPEN BRANCH FROM BUS    485 TO BUS    454 CIRCUIT 1,branch_485_454_1,branch,L_000485WESTCOLUMBIA20-000454GASTON11C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    485 TO BUS    454 CIRCUIT 1
OPEN BRANCH FROM BUS    485 TO BUS    499 CIRCUIT 1,branch_485_499_1,branch,L_000485WESTCOLUMBIA20-000499LEXINGTON10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    485 TO BUS    499 CIRCUIT 1
OPEN BRANCH FROM BUS    488 TO BUS    156 CIRCUIT 1,branch_488_156_1,branch,L_000488GREER10-000156GREENVILLE50C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    488 TO BUS    156 CIRCUIT 1
OPEN BRANCH FROM BUS    488 TO BUS    210 CIRCUIT 1,branch_488_210_1,branch,L_000488GREER10-000210DUNCAN0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    488 TO BUS    210 CIRCUIT 1
OPEN BRANCH FROM BUS    489 TO BUS    149 CIRCUIT 1,branch_489_149_1,branch,L_000489PLUMBRANCH0-000149MODOC0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    489 TO BUS    149 CIRCUIT 1
OPEN BRANCH FROM BUS    490 TO BUS    117 CIRCUIT 1,branch_490_117_1,branch,L_000490HONEAPATH10-000117DONALDS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    490 TO BUS    117 CIRCUIT 1
OPEN BRANCH FROM BUS    491 TO BUS    326 CIRCUIT 1,branch_491_326_1,branch,L_000491COLUMBIA10-000326COLUMBIA30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    491 TO BUS    326 CIRCUIT 1
OPEN BRANCH FROM BUS    492 TO BUS    336 CIRCUIT 1,branch_492_336_1,branch,L_000492CHESTER0-000336BLACKSTOCK0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    492 TO BUS    336 CIRCUIT 1
OPEN BRANCH FROM BUS    492 TO BUS    405 CIRCUIT 1,branch_492_405_1,branch,L_000492CHESTER0-000405MCCONNELLS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    492 TO BUS    405 CIRCUIT 1
OPEN BRANCH FROM BUS    493 TO BUS    380 CIRCUIT 1,branch_493_380_1,branch,L_000493CARLISLE0-000380WHITMIRE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    493 TO BUS    380 CIRCUIT 1
OPEN BRANCH FROM BUS    495 TO BUS    449 CIRCUIT 1,branch_495_449_1,branch,L_000495SPARTANBURG10-000449ARCADIA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    495 TO BUS    449 CIRCUIT 1
