response_path,request_path,job_id,response_mode,nonzero_coefficient_count,maximum_nonzero_coefficient,minimum_nonzero_coefficient,coefficient_dynamic_range
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS12_MG__from__demand_surge_BUS12_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS12_MG__from__demand_surge_BUS12_MG/repeat_000/request.json,6a58466f08442f441bbb18c5,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58466f08442f441bbb18c7,normalized_continuous_qudit,874,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58466f08442f441bbb18c6,normalized_continuous_qudit,437,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58467808442f441bbb18c8,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58467e08442f441bbb18c9,normalized_continuous_qudit,874,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58468a08442f441bbb18ca,normalized_continuous_qudit,437,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58485108442f441bbb18ce,normalized_continuous_qudit,437,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58485108442f441bbb18cd,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a584c3508442f441bbb18cf,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a584c3508442f441bbb18d0,normalized_continuous_qudit,437,25000.0,1.9e-06,13157894736.842106
results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a584c3608442f441bbb18d1,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG/repeat_000/request.json,6a58eb2508442f441bbb1b3a,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a584cda08442f441bbb18d3,normalized_continuous_qudit,878,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a584cda08442f441bbb18d4,normalized_continuous_qudit,437,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a5850cd08442f441bbb18d8,normalized_continuous_qudit,878,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a5850cd08442f441bbb18d9,normalized_continuous_qudit,878,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a5850cd08442f441bbb18da,normalized_continuous_qudit,441,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58eb4308442f441bbb1b3b,normalized_continuous_qudit,441,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a5854a108442f441bbb18dd,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS5_MG-BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS5_MG-BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a5854a108442f441bbb18de,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a5854a108442f441bbb18df,normalized_continuous_qudit,437,25000.0,1.9e-06,13157894736.842106
results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__local_generator_failure_BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a5854a508442f441bbb18e1,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS12_MG__from__normal_BUS12_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS12_MG__from__normal_BUS12_MG/repeat_000/request.json,6a5854a508442f441bbb18e2,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a5854a508442f441bbb18e3,normalized_continuous_qudit,874,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58574708442f441bbb18e5,normalized_continuous_qudit,437,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS2_MG-BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS2_MG-BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58574708442f441bbb18e7,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS2_MG-BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS2_MG-BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58574708442f441bbb18e6,normalized_continuous_qudit,874,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58574a08442f441bbb18e8,normalized_continuous_qudit,437,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58574a08442f441bbb18e9,normalized_continuous_qudit,437,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a585b2308442f441bbb18eb,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS5_MG-BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS5_MG-BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a585b2308442f441bbb18ec,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a585b2408442f441bbb18ed,normalized_continuous_qudit,437,25000.0,1.9e-06,13157894736.842106
results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__normal_BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a585efe08442f441bbb18f1,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS12_MG__from__pcc_failure_BUS12_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS12_MG__from__pcc_failure_BUS12_MG/repeat_000/request.json,6a585efe08442f441bbb18f0,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a585efe08442f441bbb18f2,normalized_continuous_qudit,886,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a585efe08442f441bbb18f4,normalized_continuous_qudit,449,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS2_MG-BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS2_MG-BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a585efe08442f441bbb18f3,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS2_MG-BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS2_MG-BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58c4bb08442f441bbb1a87,normalized_continuous_qudit,874,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58628c08442f441bbb18f6,normalized_continuous_qudit,437,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58628c08442f441bbb18f7,normalized_continuous_qudit,437,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58628c08442f441bbb18f8,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS5_MG-BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS5_MG-BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58661d08442f441bbb190d,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58661f08442f441bbb190f,normalized_continuous_qudit,437,25000.0,1.9e-06,13157894736.842106
results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__pcc_failure_BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58661f08442f441bbb190e,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS12_MG__from__renewable_shortfall_BUS12_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS12_MG__from__renewable_shortfall_BUS12_MG/repeat_000/request.json,6a58662108442f441bbb1910,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58662108442f441bbb1911,normalized_continuous_qudit,874,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58696f08442f441bbb1913,normalized_continuous_qudit,437,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58696f08442f441bbb1914,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58697208442f441bbb1916,normalized_continuous_qudit,874,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58697208442f441bbb1915,normalized_continuous_qudit,437,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a586d5408442f441bbb1919,normalized_continuous_qudit,437,25000.0,1.66e-06,15060240963.855421
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a586d5408442f441bbb1918,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS5_MG-BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS5_MG-BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a586d9d08442f441bbb191a,normalized_continuous_qudit,874,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a586da008442f441bbb191b,normalized_continuous_qudit,437,25000.0,1.9e-06,13157894736.842106
results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__renewable_shortfall_BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a58715208442f441bbb1924,normalized_continuous_qudit,437,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__storm_forced_islanding_BUS12_MG__from__storm_forced_islanding_BUS12_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__storm_forced_islanding_BUS12_MG__from__storm_forced_islanding_BUS12_MG/repeat_000/request.json,6a58715308442f441bbb1925,normalized_continuous_qudit,449,25000.0,1.5e-06,16666666666.666666
results/phase3/cmpo_v2/qci/pglib_case30_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58715308442f441bbb1926,normalized_continuous_qudit,898,25000.0,1.58e-06,15822784810.126583
results/phase3/cmpo_v2/qci/pglib_case30_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/response.json,results/phase3/cmpo_v2/qci/pglib_case30_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG/repeat_000/request.json,6a58715408442f441bbb1927,normalized_continuous_qudit,449,25000.0,1.58e-06,15822784810.126583
